dataset,model,score,hyperparameters,iteration
breast_cancer,XGBoost,0.9648,"{'colsample_bytree': 0.9056527211206803, 'learning_rate': 0.2447255339850431, 'max_depth': 4.0, 'n_estimators': 659.0, 'subsample': 0.5005900892276258}",10
breast_cancer,XGBoost,0.9754,"{'colsample_bytree': 0.9916533879398626, 'learning_rate': 0.03467848009137719, 'max_depth': 11.0, 'n_estimators': 948.0, 'subsample': 0.867849587878843}",11
breast_cancer,XGBoost,0.9701,"{'colsample_bytree': 0.506676406645379, 'learning_rate': 0.2067192327665127, 'max_depth': 10.0, 'n_estimators': 530.0, 'subsample': 0.7243637887687158}",12
breast_cancer,XGBoost,0.9613,"{'colsample_bytree': 0.8277992579458212, 'learning_rate': 0.005859922243944221, 'max_depth': 5.0, 'n_estimators': 921.0, 'subsample': 0.8489583003049352}",13
breast_cancer,XGBoost,0.9754,"{'colsample_bytree': 0.586665199570904, 'learning_rate': 0.16323496839301335, 'max_depth': 10.0, 'n_estimators': 87.0, 'subsample': 0.8946443686352642}",14
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.8926537844228135, 'learning_rate': 0.10516592179048351, 'max_depth': 4.0, 'n_estimators': 640.0, 'subsample': 0.6591977196978079}",15
breast_cancer,XGBoost,0.9754,"{'colsample_bytree': 0.9945762037447345, 'learning_rate': 0.20461417607777388, 'max_depth': 8.0, 'n_estimators': 785.0, 'subsample': 0.5749141204937582}",16
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.7780814355719254, 'learning_rate': 0.2311192673057174, 'max_depth': 3.0, 'n_estimators': 614.0, 'subsample': 0.7174641109987894}",17
breast_cancer,XGBoost,0.9508,"{'colsample_bytree': 0.6147138513972747, 'learning_rate': 0.12185094224041576, 'max_depth': 1.0, 'n_estimators': 51.0, 'subsample': 0.5570178872310376}",18
breast_cancer,XGBoost,0.9701,"{'colsample_bytree': 0.9676729383349387, 'learning_rate': 0.2383238245864959, 'max_depth': 5.0, 'n_estimators': 500.0, 'subsample': 0.9570499021626375}",19
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.7080704018896058, 'learning_rate': 0.0453718425604107, 'max_depth': 7.0, 'n_estimators': 972.0, 'subsample': 0.6462347070530711}",20
breast_cancer,XGBoost,0.9701,"{'colsample_bytree': 0.5149378912237783, 'learning_rate': 0.061334638822054255, 'max_depth': 11.0, 'n_estimators': 871.0, 'subsample': 0.7951921087740057}",21
breast_cancer,XGBoost,0.9684,"{'colsample_bytree': 0.7780173570518949, 'learning_rate': 0.0127648458399153, 'max_depth': 7.0, 'n_estimators': 731.0, 'subsample': 0.6627871102034332}",22
breast_cancer,XGBoost,0.9684,"{'colsample_bytree': 0.7074793692648507, 'learning_rate': 0.07313823857728728, 'max_depth': 9.0, 'n_estimators': 979.0, 'subsample': 0.8194722279747984}",23
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.5458017454633489, 'learning_rate': 0.027761641168669117, 'max_depth': 8.0, 'n_estimators': 884.0, 'subsample': 0.753177220495687}",24
breast_cancer,XGBoost,0.9719,"{'colsample_bytree': 0.67026655824112, 'learning_rate': 0.08120943493562258, 'max_depth': 11.0, 'n_estimators': 447.0, 'subsample': 0.9427180042182438}",25
breast_cancer,XGBoost,0.9701,"{'colsample_bytree': 0.7541756512768341, 'learning_rate': 0.04374068061844633, 'max_depth': 6.0, 'n_estimators': 194.0, 'subsample': 0.7573306484787178}",26
breast_cancer,XGBoost,0.9719,"{'colsample_bytree': 0.9917409690404619, 'learning_rate': 0.16254352664407895, 'max_depth': 10.0, 'n_estimators': 832.0, 'subsample': 0.5196076123999257}",27
breast_cancer,XGBoost,0.9754,"{'colsample_bytree': 0.9978598297202356, 'learning_rate': 0.2676383839882204, 'max_depth': 11.0, 'n_estimators': 731.0, 'subsample': 0.5866984575311455}",28
breast_cancer,XGBoost,0.9684,"{'colsample_bytree': 0.5657808898693635, 'learning_rate': 0.1501333230257338, 'max_depth': 10.0, 'n_estimators': 69.0, 'subsample': 0.9745377751920711}",29
breast_cancer,XGBoost,0.9701,"{'colsample_bytree': 0.5654903221896914, 'learning_rate': 0.1743534892611877, 'max_depth': 11.0, 'n_estimators': 156.0, 'subsample': 0.9956462551782451}",30
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.8414873373399134, 'learning_rate': 0.09495305115886402, 'max_depth': 6.0, 'n_estimators': 546.0, 'subsample': 0.6246116531400652}",31
breast_cancer,XGBoost,0.9719,"{'colsample_bytree': 0.9467605037426755, 'learning_rate': 0.27947319836678536, 'max_depth': 1.0, 'n_estimators': 712.0, 'subsample': 0.6118833784633425}",32
breast_cancer,XGBoost,0.9754,"{'colsample_bytree': 0.8130859005782172, 'learning_rate': 0.18925070248380427, 'max_depth': 9.0, 'n_estimators': 929.0, 'subsample': 0.5413082686256508}",33
breast_cancer,XGBoost,0.9684,"{'colsample_bytree': 0.8117874652608498, 'learning_rate': 0.13751349412500244, 'max_depth': 9.0, 'n_estimators': 990.0, 'subsample': 0.8392335743144369}",34
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.8647581629011841, 'learning_rate': 0.18704169799969056, 'max_depth': 8.0, 'n_estimators': 932.0, 'subsample': 0.6899287969117142}",35
breast_cancer,XGBoost,0.9754,"{'colsample_bytree': 0.8023944365948698, 'learning_rate': 0.1330191419914652, 'max_depth': 9.0, 'n_estimators': 1001.0, 'subsample': 0.9287062685691223}",36
breast_cancer,XGBoost,0.9666,"{'colsample_bytree': 0.9305754792809197, 'learning_rate': 0.252091614412744, 'max_depth': 11.0, 'n_estimators': 834.0, 'subsample': 0.7738740331874899}",37
breast_cancer,XGBoost,0.9719,"{'colsample_bytree': 0.7287912376705243, 'learning_rate': 0.18911148339972025, 'max_depth': 7.0, 'n_estimators': 917.0, 'subsample': 0.8786952230342435}",38
breast_cancer,XGBoost,0.9719,"{'colsample_bytree': 0.9631389591650051, 'learning_rate': 0.29721695525040204, 'max_depth': 9.0, 'n_estimators': 678.0, 'subsample': 0.533286718532144}",39
breast_cancer,XGBoost,0.9701,"{'colsample_bytree': 0.8676260238486365, 'learning_rate': 0.21256018955966363, 'max_depth': 2.0, 'n_estimators': 578.0, 'subsample': 0.8175103248904931}",40
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.6469103820495713, 'learning_rate': 0.10448621596045729, 'max_depth': 10.0, 'n_estimators': 353.0, 'subsample': 0.6865643379581104}",41
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.9114963143451794, 'learning_rate': 0.21980276586175598, 'max_depth': 8.0, 'n_estimators': 457.0, 'subsample': 0.8597618213623702}",42
breast_cancer,XGBoost,0.9754,"{'colsample_bytree': 0.7564637776714086, 'learning_rate': 0.16221029940877738, 'max_depth': 10.0, 'n_estimators': 853.0, 'subsample': 0.7386505523383847}",43
breast_cancer,XGBoost,0.9736,"{'colsample_bytree': 0.9736178549988469, 'learning_rate': 0.19536557635255877, 'max_depth': 6.0, 'n_estimators': 782.0, 'subsample': 0.5008271372720692}",44
breast_cancer,XGBoost,0.9754,"{'colsample_bytree': 0.8776809009567628, 'learning_rate': 0.2551574774679497, 'max_depth': 11.0, 'n_estimators': 246.0, 'subsample': 0.8826984667104547}",45
breast_cancer,XGBoost,0.9649,"{'colsample_bytree': 0.8387602939120784, 'learning_rate': 0.0010935492332975888, 'max_depth': 5.0, 'n_estimators': 946.0, 'subsample': 0.7742600732757743}",46
breast_cancer,XGBoost,0.9701,"{'colsample_bytree': 0.6566943315520308, 'learning_rate': 0.17411269322301615, 'max_depth': 8.0, 'n_estimators': 887.0, 'subsample': 0.9155798281492499}",47
breast_cancer,XGBoost,0.9701,"{'colsample_bytree': 0.9195044589031727, 'learning_rate': 0.020422995346960543, 'max_depth': 10.0, 'n_estimators': 687.0, 'subsample': 0.8146656545033965}",48
breast_cancer,XGBoost,0.9701,"{'colsample_bytree': 0.801025584884295, 'learning_rate': 0.09107036421167432, 'max_depth': 7.0, 'n_estimators': 767.0, 'subsample': 0.6976488759632623}",49
